"","playername","vpip","pfr","total_hands","money_won","rake","threebet","bb_per_100","total_rake_100","money_won_100","wwsf"
"22415","P3_969920SD",20,0,10,-20,38,0,-2,0.04,-0.02,50
"22416","P3_970052SY",0,0,2,-150,23,0,-75,0.12,-0.75,NA
"22417","P3_971507JG",16.7,16.7,6,3575,78,33.3,298,0.13,5.96,100
"22418","P3_971512RN",46.7,13.3,15,-54,192,0,-3.6,0.13,-0.04,57.1
"22419","P3_971611AP",45.5,36.4,11,2600,233,100,118.18,0.21,2.36,50
"22420","P3_971810KS",50,0,2,-3700,47,0,-925,0.24,-18.5,0
"22421","P3_972794OT",40,40,10,550,118,33.3,27.5,0.12,0.55,50
"22422","P3_973040FF",14.3,14.3,14,-1600,274,0,-57.14,0.2,-1.14,0
"22423","P3_973969RU",14.3,14.3,42,-285,612,20,-3.38,0.15,-0.07,25
"22424","P3_973974RC",30.8,23.1,13,1700,126,0,65.38,0.1,1.31,100
"22425","P3_974081OX",34.7,0,49,1322,985,0,13.49,0.2,0.27,35.3
"22426","P3_974988WF",0,0,13,-400,8,0,-30.77,0.01,-0.31,NA
"22427","P3_975271GK",30.8,0,13,-700,103,0,-53.85,0.08,-0.54,0
"22428","P3_975352JM",40,40,5,940,52,NA,94,0.1,1.88,100
"22429","P3_975780NH",21.9,6.2,32,-16000,480,0,-250,0.15,-5,40
"22430","P3_976155IJ",23.5,11.8,51,11364,578,0,111.43,0.11,2.23,44.4
"22431","P3_976459QC",41.5,19.5,41,9550,357,0,232.93,0.09,2.33,66.7
"22432","P3_977546IR",50,50,4,35,57,NA,4.5,0.14,0.09,50
"22433","P3_977656EY",31.6,10.5,19,1550,105,12.5,81.58,0.06,0.82,60
"22434","P3_978024FB",28.3,15.1,53,10435,927,7.7,98.45,0.17,1.97,37.5
"22435","P3_978595AP",21.1,10.5,19,1020,344,0,26.84,0.18,0.54,50
"22436","P3_978725LG",0,0,15,-400,150,0,-13.33,0.1,-0.27,NA
"22437","P3_979213PH",30.8,19.2,26,513,274,7.1,9.88,0.11,0.2,40
"22438","P3_979227JV",7.7,5.1,39,1445,640,10.5,18.54,0.16,0.37,100
"22439","P3_979556AN",26.1,21.7,46,1240,277,0,26.96,0.06,0.27,71.4
"22440","P3_980116TY",47.1,11.8,34,-485,274,0,-14.26,0.08,-0.14,15.4
"22441","P3_980169DB",8.3,3.6,84,-8441,872,3,-50.25,0.1,-1,NA
"22442","P3_980315WN",23.1,12.8,39,5010,661,0,64.23,0.17,1.28,55.6
"22443","P3_980742WI",41.2,17.6,17,5290,220,14.3,155.59,0.13,3.11,50
"22444","P3_980980QT",16.7,0,6,-1100,101,0,-91.67,0.17,-1.83,0
"22445","P3_981075MP",33.3,26.7,15,420,167,0,14,0.11,0.28,33.3
"22446","P3_981543HQ",30.8,23.1,13,1405,116,16.7,54.08,0.09,1.08,66.7
"22447","P3_982191RI",34.4,21.9,32,-5667,532,0,-88.53,0.17,-1.77,30
"22448","P3_982308GB",66.7,22.2,18,-8405,282,0,-233.56,0.16,-4.67,33.3
"22449","P3_982431UP",10,10,10,5961,149,0,298.1,0.15,5.96,100
"22450","P3_982607RR",10,5,20,-2211,234,0,-55.3,0.12,-1.11,66.7
"22451","P3_983017FP",15,10,20,-1400,242,0,-35,0.12,-0.7,0
"22452","P3_983098OX",0,0,2,0,16,NA,0,0.08,0,NA
"22453","P3_983330LN",23.8,14.3,21,26700,458,0,635.71,0.22,12.71,40
"22454","P3_984035LN",14.3,14.3,28,-500,173,0,-8.93,0.06,-0.18,0
"22455","P3_986840AK",46.7,20,15,-10855,276,0,-723.67,0.18,-7.24,0
"22456","P3_987223CR",22.9,15.7,83,4765,513,0,57.41,0.06,0.57,58.3
"22457","P3_987555NU",0,0,1,0,0,0,0,0,0,NA
"22458","P3_987750JV",0,0,9,-1000,127,0,-55.56,0.14,-1.11,0
"22459","P3_987847QA",14.3,0,7,-1198,60,0,-85.57,0.09,-1.71,0
"22460","P3_988469CN",31.8,18.2,22,150,373,0,3.41,0.17,0.07,20
"22461","P3_989886VI",33.3,33.3,3,1295,21,NA,216,0.07,4.32,100
"22462","P3_990426TP",27.9,23.3,43,3905,882,12.5,45.42,0.21,0.91,41.7
"22463","P3_991175UE",42.9,9.5,21,-595,159,0,-28.33,0.08,-0.28,55.6
"22464","P3_991413CR",31,19,42,-635,530,7.1,-15.12,0.13,-0.15,40
"22465","P3_991615RY",12.8,12.8,39,10545,711,0,270.38,0.18,2.7,100
"22466","P3_992381XF",45.5,9.1,11,-8110,183,0,-368.64,0.17,-7.37,40
"22467","P3_992597GF",50,0,2,-100,3,NA,-50,0.02,-0.5,0
"22468","P3_993117LF",31.6,26.3,57,-20300,917,12.5,-178.07,0.16,-3.56,54.5
"22469","P3_993742GM",88.9,11.1,9,-990,123,0,-55,0.14,-1.1,37.5
"22470","P3_994559MW",6.2,0,16,1875,274,0,58.62,0.17,1.17,100
"22471","P3_995356FJ",50,50,6,400,5,0,33.33,0.01,0.67,NA
"22472","P3_996263YL",0,0,5,-150,67,0,-30,0.13,-0.3,NA
"22473","P3_996511FP",0,0,4,-300,103,0,-37.5,0.26,-0.75,NA
"22474","P3_996719TP",100,0,4,1175,42,0,293.75,0.1,2.94,75
"22475","P3_997848NS",25,8.3,12,-4100,117,0,-170.83,0.1,-3.42,0
"22476","P3_998413JN",13.6,4.5,22,1875,240,0,42.64,0.11,0.85,66.7
"22477","P3_999474WD",8.3,8.3,12,-315,119,0,-26.25,0.1,-0.26,50
"22478","p34elite",68,8,25,275,127,0,22,0.05,0.11,57.1
"22479","P4_100841JM",40,40,5,-300,50,0,-30,0.1,-0.6,NA
"22480","P4_100941VD",66.7,33.3,3,-600,19,NA,-100,0.06,-2,0
"22481","P4_101200RR",60,20,5,9100,131,0,910,0.26,18.2,66.7
"22482","P4_101522YQ",0,0,3,0,20,NA,0,0.07,0,NA
"22483","P4_101756LP",42.1,21.9,178,28512,3955,9.1,80.09,0.22,1.6,38.9
"22484","P4_102165JC",29.6,11.1,27,-2055,435,10,-38.04,0.16,-0.76,30
"22485","P4_102304BD",33.3,33.3,3,6670,103,0,1111.67,0.34,22.23,100
"22486","P4_102811BD",0,0,13,-300,106,0,-11.54,0.08,-0.23,0
"22487","P4_102961JC",33.3,0,3,185,18,0,61.67,0.06,0.62,100
"22488","P4_103384UI",0,0,2,0,0,NA,0,0,0,NA
"22489","P4_103429RG",42.1,26.3,19,8750,385,0,230.26,0.2,4.61,57.1
"22490","P4_103669RS",12.5,6.2,16,-1050,145,0,-65.62,0.09,-0.66,0
"22491","P4_104607MU",38.5,30.8,13,-4000,251,25,-153.85,0.19,-3.08,20
"22492","P4_105029GU",24.5,18.4,49,23255,779,9.1,237.31,0.16,4.75,70
"22493","P4_105430KR",28.1,18.8,32,10326,264,0,161.34,0.08,3.23,60
"22494","P4_105769QC",25,25,4,600,11,33.3,75,0.03,1.5,NA
"22495","P4_105970RF",100,0,1,-600,15,0,-300,0.15,-6,0
"22496","P4_106188PP",0,0,1,-50,0,0,-50,0,-0.5,NA
"22497","P4_107024KE",33.3,6.7,15,115,234,0,7.67,0.16,0.08,33.3
"22498","P4_107699CO",27.3,9.1,11,450,153,0,20.55,0.14,0.41,50
"22499","P4_107747XM",0,0,16,-150,20,0,-9.38,0.01,-0.09,NA
"22500","P4_108170LV",50,0,2,-500,58,NA,-250,0.29,-2.5,0
"22501","P4_108250TA",26.3,23.7,38,16835,488,0,221.53,0.13,4.43,50
"22502","P4_108449UF",20.8,12.5,24,1195,249,0,24.92,0.1,0.5,60
"22503","P4_108515GL",0,0,2,0,3,NA,0,0.02,0,NA
"22504","P4_108834UP",31,20.7,29,62,166,0,2.14,0.06,0.02,37.5
"22505","P4_109001MH",28.3,13,46,22510,707,6.2,244.67,0.15,4.89,33.3
"22506","P4_109562NL",34.8,13,23,-7119,348,0,-154.74,0.15,-3.1,40
"22507","P4_109742RH",19.6,12.5,56,2510,755,0,22.41,0.13,0.45,33.3
"22508","P4_109937MN",50,50,2,9900,50,NA,2475,0.25,49.5,100
"22509","P4_109985GY",20,6,50,11685,668,0,233.7,0.13,2.34,36.4
"22510","P4_110071JR",20.7,6.9,29,5390,358,7.7,92.93,0.12,1.86,40
"22511","P4_110587HN",87.5,87.5,8,-12000,156,100,-750,0.2,-15,0
"22512","P4_110979CY",16.7,0,6,-250,76,0,-41.67,0.13,-0.42,NA
"22513","P4_112062FD",100,100,1,2740,75,NA,2740,0.75,27.4,100
"22514","P4_112273DW",45.5,0,11,13021,207,0,591.91,0.19,11.84,50
"22515","P4_113104OF",0,0,1,-100,43,0,-100,0.43,-1,NA
"22516","P4_113247JT",44.7,13.2,38,12400,513,11.1,163.16,0.14,3.26,38.5
"22517","P4_113880ND",37.5,3.1,32,-11159,409,0,-174.38,0.13,-3.49,18.2
"22518","P4_114444KX",36.4,18.2,11,-4067,137,0,-369.73,0.12,-3.7,25
"22519","P4_115420AP",25,25,12,1990,74,50,82.92,0.06,1.66,50
"22520","P4_116149CB",13.6,9.1,22,2057,287,14.3,46.77,0.13,0.94,100
"22521","P4_116620KX",12,4,25,-8751,202,11.1,-350.04,0.08,-3.5,0
"22522","P4_116768ME",40,10,10,-280,107,0,-14,0.11,-0.28,33.3
"22523","P4_117040OB",0,0,1,0,0,NA,0,0,0,NA
"22524","P4_118137NJ",83.3,33.3,6,-1470,132,33.3,-245,0.22,-2.45,40
"22525","P4_118379IJ",0,0,4,0,44,0,0,0.11,0,NA
"22526","P4_118812JV",23.1,23.1,13,535,92,0,20.62,0.07,0.41,50
"22527","P4_120869BY",0,0,1,-100,0,0,-50,0,-1,NA
"22528","P4_121128SF",18.8,18.8,16,1455,34,25,90.94,0.02,0.91,100
"22529","P4_121431KJ",37.9,13.8,29,-1615,503,6.2,-27.86,0.17,-0.56,22.2
"22530","P4_121571XW",0,0,5,100,19,0,10,0.04,0.2,NA
"22531","P4_121860CA",14.3,14.3,28,-400,173,0,-7.14,0.06,-0.14,NA
"22532","P4_122483NB",14.3,14.3,42,19624,462,0,467.24,0.11,4.67,75
"22533","P4_123006FQ",33.3,0,9,8485,186,0,471.44,0.21,9.43,100
"22534","P4_123458UU",24.2,6.5,62,8515,829,6.5,68.68,0.13,1.37,27.3
"22535","P4_124145JO",40.7,16,81,29917,1022,0,184.69,0.13,3.69,51.7
"22536","P4_124504YP",33.3,20,15,-11100,284,0,-370,0.19,-7.4,0
"22537","P4_124983QQ",22.2,11.1,9,1058,228,25,58.78,0.25,1.18,100
"22538","P4_125013GJ",50,20,10,7405,183,0,370.3,0.18,7.4,60
"22539","P4_125287PA",20,10,10,-700,85,0,-35,0.08,-0.7,0
"22540","P4_125337CO",36.4,9.1,11,-7520,203,0,-341.82,0.18,-6.84,25
"22541","P4_125669PR",33.3,33.3,9,540,164,0,30,0.18,0.6,33.3
"22542","P4_127105BK",56.8,54.5,44,-24180,822,45.5,-274.77,0.19,-5.5,68.2
"22543","P4_127286FK",72.7,45.5,11,-836,195,40,-76,0.18,-0.76,50
"22544","P4_127900IT",100,0,2,3525,63,0,1762.5,0.32,17.62,100
"22545","P4_128506EO",30.8,7.7,13,1600,149,0,61.54,0.11,1.23,50
"22546","P4_128644HM",10,0,10,-1000,109,0,-50,0.11,-1,0
"22547","P4_130523QL",66.7,33.3,3,175,25,0,29.33,0.08,0.58,0
"22548","P4_130587GI",60,0,5,-500,53,0,-100,0.11,-1,0
"22549","P4_131232QO",11.1,0,9,-1108,83,0,-61.56,0.09,-1.23,0
"22550","P4_131884DI",31.7,17.8,101,3745,954,2.8,37.08,0.09,0.37,50
"22551","P4_132762IC",0,0,11,-5000,172,0,-227.27,0.16,-4.55,0
"22552","P4_133332LL",31.4,25.7,35,-5060,530,0,-72.29,0.15,-1.45,57.1
"22553","P4_134155GA",100,0,1,-1000,33,NA,-500,0.33,-10,0
"22554","P4_134243OD",21.4,0,14,-350,127,0,-12.5,0.09,-0.25,33.3
"22555","P4_134564MH",41.2,19.1,68,-10074,1216,5.6,-74.09,0.18,-1.48,36
"22556","P4_134577UU",0,0,2,0,11,NA,0,0.06,0,NA
"22557","P4_134730VF",14.3,0,7,2300,104,0,164.29,0.15,3.29,100
"22558","P4_135001MI",0,0,1,-200,0,0,-100,0,-2,NA
"22559","P4_135511JI",23.5,23.5,17,-550,35,0,-32.35,0.02,-0.32,0
"22560","P4_135616JG",18.8,6.2,32,5485,283,0,171.41,0.09,1.71,60
"22561","P4_135744UU",15.8,15.8,19,-150,232,0,-3.95,0.12,-0.08,50
"22562","P4_136887DK",33.3,6.7,15,8010,162,0,267,0.11,5.34,50
"22563","P4_137143AJ",47.1,29.4,17,8235,248,0,242.24,0.15,4.84,37.5
"22564","P4_137150NO",29.5,11.4,44,15946,514,0,181.23,0.12,3.62,61.5
"22565","P4_137763BY",51.7,10.3,29,2449,502,7.7,84.45,0.17,0.84,47.1
"22566","P4_137958RB",9.5,0,42,-1230,673,0,-14.64,0.16,-0.29,20
"22567","P4_138025RE",48.9,14.9,47,2207,704,0,23.49,0.15,0.47,44.4
"22568","P4_138978LC",18.8,12.5,16,-1500,220,0,-46.88,0.14,-0.94,0
"22569","P4_139031AH",33.3,0,3,530,12,0,88.33,0.04,1.77,100
"22570","P4_139081GX",38.9,33.3,18,-9515,257,0,-264.28,0.14,-5.29,40
"22571","P4_140875SU",75,50,8,8274,235,33.3,517.12,0.29,10.34,40
"22572","P4_141581HX",5.6,0,18,-2700,185,0,-75,0.1,-1.5,0
"22573","P4_142342IB",57.1,7.1,14,-8480,267,0,-302.86,0.19,-6.06,12.5
"22574","P4_142577FH",25,0,4,-6000,118,0,-750,0.3,-15,0
"22575","P4_143317BE",26.7,23.3,30,6055,417,0,100.93,0.14,2.02,60
"22576","P4_143439YW",27.3,13.6,22,1150,227,11.1,26.14,0.1,0.52,50
"22577","P4_143665KC",0,0,1,-3000,33,NA,-3000,0.33,-30,0
"22578","P4_144851PY",22.2,22.2,9,350,74,0,19.44,0.08,0.39,50
"22579","P4_146094ES",63.2,15.8,19,-515,139,0,-27.11,0.07,-0.27,66.7
"22580","P4_146643RH",37.5,18.8,16,1750,171,0,54.75,0.11,1.09,50
"22581","P4_147772NC",100,0,2,-5619,58,NA,-2809.5,0.29,-28.09,0
"22582","P4_148790PT",23.1,15.4,13,500,68,14.3,19.23,0.05,0.38,0
"22583","P4_149051CE",0,0,1,0,6,NA,0,0.06,0,NA
"22584","P4_149768OP",33.3,11.9,42,4995,604,20,59.48,0.14,1.19,63.6
"22585","P4_151142XP",27.3,22.7,22,6385,294,14.3,145.18,0.13,2.9,NA
"22586","P4_151800GX",36,28,25,7220,1360,12.5,144.4,0.54,2.89,66.7
"22587","P4_151807BX",23.1,0,13,689,23,0,53,0.02,0.53,100
"22588","P4_152183PJ",37,12.3,81,2959,1045,2.8,18.27,0.13,0.37,42.9
"22589","P4_152189MX",50,0,2,-1600,44,0,-400,0.22,-8,0
"22590","P4_152199EH",18.8,14.6,48,-2320,290,0,-48.33,0.06,-0.48,25
"22591","P4_152283MJ",40,0,5,235,83,0,23.6,0.17,0.47,50
"22592","P4_152498RL",57.1,33.3,21,-5796,200,18.2,-276,0.1,-2.76,66.7
"22593","P4_152892NF",16.7,3.3,30,-2670,337,0,-44.5,0.11,-0.89,25
"22594","P4_153065NS",45.5,27.3,11,-6000,168,0,-272.73,0.15,-5.45,66.7
"22595","P4_154409LM",11.5,7.7,26,-9100,324,0,-175,0.12,-3.5,0
"22596","P4_155029MN",7.1,7.1,14,-600,108,0,-21.43,0.08,-0.43,0
"22597","P4_155137TP",25,8.3,12,-4738,133,0,-197.42,0.11,-3.95,33.3
"22598","P4_155659AT",16.2,5.4,37,-7807,456,0,-211,0.12,-2.11,11.1
"22599","P4_156188LX",40,30,10,18910,253,0,945.5,0.25,18.91,75
"22600","P4_156441HJ",28.6,22.9,35,-3195,379,0,-45.66,0.11,-0.91,16.7
"22601","P4_156929FX",15,10,20,-1925,203,0,-48.15,0.1,-0.96,50
"22602","P4_157159SH",33.3,0,3,1340,64,0,223.33,0.21,4.47,100
"22603","P4_157354WW",66.7,33.3,3,-5145,65,50,-857.67,0.22,-17.15,0
"22604","P4_157851RC",40,20,5,-10332,114,0,-1033.2,0.23,-20.66,0
"22605","P4_158693QF",0,0,6,-100,34,0,-16.67,0.06,-0.17,NA
"22606","P4_159107TF",0,0,3,0,13,0,0,0.04,0,NA
"22607","P4_160133DI",33.3,23.3,30,-310,207,0,-10.33,0.07,-0.1,40
"22608","P4_160532KA",42.9,0,14,16216,213,0,579.21,0.15,11.58,100
"22609","P4_160991YK",45.3,26.4,53,-19790,683,16.7,-186.7,0.13,-3.73,28.6
"22610","P4_161128AW",27.3,27.3,11,11534,132,0,524.27,0.12,10.49,66.7
"22611","P4_161328YG",53.8,7.7,13,-3427,134,0,-131.77,0.1,-2.64,16.7
"22612","P4_162046PD",53.3,20,15,21522,206,10,1434.8,0.14,14.35,57.1
"22613","P4_162491PT",0,0,4,-300,58,0,-37.5,0.14,-0.75,NA
"22614","P4_162551MI",10.5,5.3,19,8675,307,20,228.32,0.16,4.57,50
"22615","P4_162637PA",22.2,11.1,45,-7250,639,0,-80.56,0.14,-1.61,0
"22616","P4_163263TY",16.7,16.7,6,700,61,50,58.33,0.1,1.17,NA
"22617","P4_163268KJ",0,0,2,-50,0,0,-25,0,-0.25,NA
"22618","P4_164246WS",22.2,16.7,18,1370,88,14.3,76.11,0.05,0.76,50
"22619","P4_164360GJ",17.6,8.8,34,8500,376,12.5,125,0.11,2.5,60
"22620","P4_164925RF",16.1,9.7,31,-1900,211,11.1,-61.29,0.07,-0.61,0
"22621","P4_165102JG",6.7,6.7,30,40,253,0,1.33,0.08,0.01,100
"22622","P4_165343NW",22.2,22.2,9,-3200,98,33.3,-177.78,0.11,-3.56,0
"22623","P4_165789NY",25,8.3,12,570,114,0,23.75,0.09,0.48,50
"22624","P4_167012WA",29.6,7.4,27,-590,499,0,-10.93,0.18,-0.22,14.3
"22625","P4_167071LP",14.3,14.3,7,-100,19,0,-14.29,0.03,-0.14,0
"22626","P4_167126JG",12.5,12.5,16,19500,182,0,609.38,0.11,12.19,50
"22627","P4_167320WX",38.9,27.8,18,-875,104,16.7,-48.61,0.06,-0.49,25
"22628","P4_167585XM",59.1,13.6,22,14645,478,0,332.86,0.22,6.66,54.5
"22629","P4_167663GY",36.4,9.1,11,-400,113,0,-18.18,0.1,-0.36,25
"22630","P4_167926MF",62.5,25,8,-530,90,33.3,-33.12,0.11,-0.66,20
"22631","P4_168312QL",25.9,15.5,58,6036,845,4.5,52.03,0.15,1.04,25
"22632","P4_168566IM",0,0,3,-100,14,0,-33.33,0.05,-0.33,NA
"22633","P4_168591IP",15.8,13.2,38,23500,317,5.9,309.21,0.08,6.18,100
"22634","P4_168728OE",55,5,20,-3000,321,0,-150,0.16,-1.5,16.7
"22635","P4_168882AA",0,0,1,-100,0,0,-50,0,-1,NA
"22636","P4_169892JX",14.8,11.1,27,4755,383,0,88.07,0.14,1.76,50
"22637","P4_169965XC",12.5,0,8,-600,179,0,-37.5,0.22,-0.75,0
"22638","P4_169968BT",0,0,1,-100,0,NA,-50,0,-1,NA
"22639","P4_170626DF",15,5,20,-1485,221,0,-37.15,0.11,-0.74,33.3
"22640","P4_171939VN",20,0,5,-700,55,0,-70,0.11,-1.4,0
"22641","P4_172111HT",45.2,22.6,31,-7715,685,0,-124.42,0.22,-2.49,50
"22642","P4_172120HX",40,30,30,-7234,311,0,-241.13,0.1,-2.41,45.5
"22643","P4_172313VF",37.5,28.1,32,-2293,369,15.4,-35.84,0.12,-0.72,42.9
"22644","P4_172481LU",38.1,9.5,21,-8179,301,0,-389.48,0.14,-3.89,37.5
"22645","P4_172736GD",25.6,17.9,39,22345,440,0,286.46,0.11,5.73,37.5
"22646","P4_173035LE",9.7,6.5,31,3015,432,0,48.65,0.14,0.97,40
"22647","P4_173260ME",10,0,10,3850,56,0,385,0.06,3.85,100
"22648","P4_173286NU",19,4.8,21,-1985,268,0,-47.29,0.13,-0.95,33.3
"22649","P4_174713QJ",21.4,17.9,28,-5850,338,9.1,-104.46,0.12,-2.09,25
"22650","P4_174848SJ",61.7,17,47,-18000,709,0,-191.49,0.15,-3.83,26.1
"22651","P4_174999WY",14,11.6,43,5247,230,16.7,122.02,0.05,1.22,40
"22652","P4_176041OT",50,12.5,8,-567,133,0,-35.5,0.17,-0.71,25
"22653","P4_176445CJ",13.6,0,22,-810,192,0,-36.82,0.09,-0.37,66.7
"22654","P4_176673KK",31.2,21.9,64,8033,683,4.3,62.78,0.11,1.26,76.9
"22655","P4_178839YQ",37.5,6.2,16,7445,194,0,232.69,0.12,4.65,75
"22656","P4_178881UI",26.7,26.7,15,175,116,0,5.87,0.08,0.12,66.7
"22657","P4_178915VH",41,12.8,39,2880,601,6.2,36.92,0.15,0.74,23.5
"22658","P4_180487MN",15,2.5,40,-685,287,0,-17.12,0.07,-0.17,10
"22659","P4_180618OP",50,0,4,765,21,0,191.25,0.05,1.91,100
"22660","P4_180910MY",37.3,17.6,51,-12899,938,9.5,-126.47,0.18,-2.53,44.4
"22661","P4_181119VQ",71.4,42.9,7,-6600,110,0,-942.86,0.16,-9.43,40
"22662","P4_181637EE",100,0,1,-20000,40,NA,-10000,0.4,-200,0
"22663","P4_183149FJ",25,0,4,35,45,0,8.75,0.11,0.09,100
"22664","P4_183291DT",50,17.9,56,5525,422,0,98.66,0.08,0.99,70
"22665","P4_183799FC",28.6,28.6,14,-3450,119,33.3,-123.21,0.08,-2.46,0
"22666","P4_183962QH",16.7,0,12,-627,141,0,-26.17,0.12,-0.52,50
"22667","P4_185569PF",34.8,15.2,46,-875,503,10.5,-9.5,0.11,-0.19,21.4
"22668","P4_186776OQ",20.8,8.3,24,130,76,9.1,5.42,0.03,0.05,33.3
"22669","P4_186853RQ",46.2,38.5,13,7370,119,25,283.46,0.09,5.67,75
"22670","P4_186932MW",51.7,13.8,29,16205,577,8.3,279.41,0.2,5.59,41.7
"22671","P4_187292LB",60,20,5,-3075,139,0,-307.6,0.28,-6.15,33.3
"22672","P4_187548NU",36.4,0,11,3725,176,0,169.27,0.16,3.39,50
"22673","P4_188130IV",0,0,1,0,43,NA,0,0.43,0,NA
"22674","P4_188300GY",25,25,4,-476,19,0,-119,0.05,-1.19,0
"22675","P4_188550DE",34.6,11.5,26,12403,517,10,238.54,0.2,4.77,62.5
"22676","P4_188669GJ",20.7,3.4,29,-4250,131,0,-146.55,0.05,-1.47,0
"22677","P4_189204DC",60,40,5,-12000,134,0,-1200,0.27,-24,33.3
"22678","P4_189605LD",0,0,1,100,0,NA,50,0,1,NA
"22679","P4_189617XQ",28.6,14.3,21,24328,246,7.7,579.29,0.12,11.58,66.7
"22680","P4_189629SI",45.5,12.1,33,-34701,339,13.3,-525.79,0.1,-10.52,9.1
"22681","P4_189759IO",40,30,10,-2550,158,0,-127.5,0.16,-2.55,0
"22682","P4_192872LB",22.2,11.1,45,13480,614,5.3,149.78,0.14,3,22.2
"22683","P4_192998FN",25,25,4,0,4,0,0,0.01,0,NA
"22684","P4_193209QQ",37.4,5.6,107,7868,874,2.3,73.53,0.08,0.74,41.7
"22685","P4_193795NN",0,0,1,-200,13,NA,-100,0.13,-2,0
"22686","P4_194025SE",33.3,33.3,3,4100,40,100,1366.67,0.13,13.67,100
"22687","P4_194075AH",28,20,25,-11520,265,0,-230.4,0.11,-4.61,0
"22688","P4_194953JV",100,0,1,-7400,63,NA,-3700,0.63,-74,0
"22689","P4_194998PP",100,0,1,-3000,38,0,-3000,0.38,-30,0
"22690","P4_195031VK",16.7,16.7,6,300,169,20,25,0.28,0.5,NA
"22691","P4_195608JI",18.2,9.1,11,3655,158,20,166.18,0.14,3.32,50
"22692","P4_195736DU",50,16.7,12,275,183,0,22.92,0.15,0.23,25
"22693","P4_196970NT",0,0,6,-300,63,0,-25,0.1,-0.5,NA
"22694","P4_197959QM",59.5,13.5,37,-4715,286,8.3,-127.43,0.08,-1.27,22.2
"22695","P4_198173GQ",13,4.3,23,-625,182,0,-13.57,0.08,-0.27,50
"22696","P4_198274FP",25,5,20,7665,210,10,191.65,0.11,3.83,50
"22697","P4_198573GD",45,10,20,-8715,451,0,-435.75,0.23,-4.36,11.1
"22698","P4_198963HD",43.8,12.5,16,-4478,259,0,-139.94,0.16,-2.8,28.6
"22699","P4_199657LV",11.1,11.1,9,-500,32,0,-27.78,0.04,-0.56,NA
"22700","P4_199747OB",21.9,15.6,64,-1674,915,4.5,-13.06,0.14,-0.26,30.8
"22701","P4_199827RC",21.1,15.8,19,-440,265,11.1,-11.58,0.14,-0.23,33.3
"22702","P4_199922BB",0,0,1,0,0,NA,0,0,0,NA
"22703","P4_200021PQ",26.3,15.8,19,8035,294,16.7,211.42,0.15,4.23,50
"22704","P4_200437DS",25,0,4,-644,134,0,-80.5,0.34,-1.61,0
"22705","P4_200698MV",28.6,28.6,7,7323,50,33.3,523.14,0.07,10.46,100
"22706","P4_201201PB",90,10,10,6155,167,0,307.8,0.17,6.15,88.9
"22707","P4_201226EY",23.5,17.6,17,1255,83,0,36.94,0.05,0.74,NA
"22708","P4_201407NK",7.4,3.7,27,390,194,0,14.44,0.07,0.14,66.7
"22709","P4_201446BQ",21.2,15.2,33,-11513,321,18.2,-174.45,0.1,-3.49,16.7
"22710","P4_201584DW",29.4,22.4,85,-5525,1381,22.7,-32.49,0.16,-0.65,39.1
"22711","P4_201800CN",66.7,28.6,21,-32786,389,14.3,-780.62,0.19,-15.61,60
"22712","P4_201818AQ",21.1,21.1,19,600,156,0,15.79,0.08,0.32,0
"22713","P4_202441XH",28.9,8.9,45,4685,637,9.1,52.07,0.14,1.04,38.5
"22714","P4_202451KR",21.4,14.3,28,-2090,387,0,-37.32,0.14,-0.75,50
"22715","P4_203182EL",27.3,6.5,77,6086,853,0,39.53,0.11,0.79,45
"22716","P4_203757WQ",66.7,0,3,-1200,50,0,-200,0.17,-4,0
"22717","P4_205384DH",17.9,12.8,39,-2490,388,13.3,-31.92,0.1,-0.64,66.7
"22718","P4_205961MP",21.7,4.3,23,10720,374,0,233.04,0.16,4.66,60
"22719","P4_206380ID",20,0,5,-700,52,0,-70,0.1,-1.4,0
"22720","P4_206715NL",23.1,23.1,13,565,33,0,43.46,0.03,0.43,50
"22721","P4_206943OT",50,0,4,-1720,55,NA,-215,0.14,-4.3,50
"22722","P4_206959WV",0,0,3,-100,37,NA,-16.67,0.12,-0.33,NA
"22723","P4_207207HK",0,0,8,-600,19,0,-37.5,0.02,-0.75,NA
"22724","P4_207265KA",18.8,18.8,16,360,137,0,11.25,0.09,0.22,50
"22725","P4_207376QX",26.3,21.1,19,600,241,0,15.79,0.13,0.32,50
"22726","P4_208382NF",27.6,17.2,116,47168,1774,0,203.33,0.15,4.07,78.3
"22727","P4_208449CA",57.1,57.1,7,805,146,0,57.57,0.21,1.15,50
"22728","P4_209107WT",12,8,25,24960,362,0,499.24,0.14,9.98,100
"22729","P4_209300SS",35.9,17.9,39,-2760,834,5.6,-35.38,0.21,-0.71,41.7
"22730","P4_209586CL",0,0,5,-300,40,0,-30,0.08,-0.6,NA
"22731","P4_209741AX",32.1,17.9,28,-10100,1061,0,-180.36,0.38,-3.61,0
"22732","P4_209798UR",22.2,14.8,27,2650,416,10,49.07,0.15,0.98,33.3
"22733","P4_210129VK",70,20,10,-3341,209,0,-334.1,0.21,-3.34,57.1
"22734","P4_210437QC",32.1,14.3,28,-2305,438,0,-41.18,0.16,-0.82,25
"22735","P4_210590FP",37.5,31.2,16,-3355,315,0,-104.88,0.2,-2.1,20
"22736","P4_210864ST",100,0,1,-3000,50,NA,-3000,0.5,-30,0
